task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Describe tour points of interest to group members, and respond to questions.",0.5703,0.11720000000000001,0.0625,0.1797,0.046900000000000004,0.023399999999999997,0.0
Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,0.6598,0.20489999999999997,0.009399999999999999,0.0113,0.1128,0.0019,0.0
"Design and edit promotional publications, such as brochures.",0.6275999999999999,0.048499999999999995,0.0,0.0128,0.31120000000000003,0.0,0.0
Design and implement dashboard and data visualizations to meet customer reporting needs.,0.7626000000000001,0.0973,0.0,0.0039000000000000003,0.1362,0.0,0.0
Design and implement efforts to publicize events and promote sponsorships.,0.7317,0.0678,0.0,0.019,0.1816,0.0,0.0
"Design cognitive aids, such as procedural storyboards or decision support systems.",0.7726999999999999,0.0,0.0,0.0,0.1818,0.0455,0.0
"Design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",0.8787999999999999,0.030299999999999997,0.0,0.060599999999999994,0.030299999999999997,0.0,0.0
"Design customer interface of online storefront, using web programming or e-commerce software.",0.8103,0.051699999999999996,0.0086,0.0086,0.1207,0.0,0.0
"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",0.8125,0.075,0.025,0.0,0.075,0.0125,0.0
"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",0.8038,0.0526,0.0096,0.0144,0.11960000000000001,0.0,0.0
Design instructional aids for stand-alone or instructor-led classroom or online use.,0.8995000000000001,0.0147,0.001,0.0073,0.0775,0.0,0.0
"Design learning products, including Web-based aids or electronic performance support systems.",0.8571,0.035699999999999996,0.0,0.0,0.10710000000000001,0.0,0.0
"Design or analyze automobile systems in areas such as aerodynamics, alternate fuels, ergonomics, hybrid power, brakes, transmissions, steering, calibration, safety, or diagnostics.",0.9091,0.0455,0.0,0.0,0.0455,0.0,0.0
Design or develop information databases that include geographic or topographic data.,0.8543999999999999,0.068,0.0,0.0,0.07769999999999999,0.0,0.0
"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",0.84,0.08,0.0,0.04,0.04,0.0,0.0
"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",0.7576999999999999,0.0219,0.0018,0.0018,0.2168,0.0,0.0
"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",0.8332999999999999,0.04,0.0067,0.026699999999999998,0.09,0.0033,0.0
"Design test plans, scenarios, scripts, or procedures.",0.9298000000000001,0.041299999999999996,0.0,0.0,0.028900000000000002,0.0,0.0
Design tests of finished products or process capabilities to establish standards or validate process requirements.,0.9773999999999999,0.0075,0.0,0.0075,0.0,0.0075,0.0
"Design validation study features, such as sampling, testing, or analytical methodologies.",0.9211,0.0305,0.0102,0.0051,0.0254,0.0076,0.0
"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",0.677,0.1265,0.0012,0.0083,0.1864,0.0006,0.0
"Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design.",0.7303000000000001,0.191,0.0225,0.0,0.0562,0.0,0.0
"Design, develop, and implement computer applications for use in mining operations such as mine design, modeling, or mapping or for monitoring mine conditions.",0.8663,0.0695,0.0053,0.010700000000000001,0.0481,0.0,0.0
"Design, evaluate, recommend, and approve changes of forms and reports.",0.7601,0.08380000000000001,0.0058,0.0087,0.1387,0.0029,0.0
"Determine a published or broadcasted story's emphasis, length, and format, organizing material accordingly.",0.9273,0.0165,0.0003,0.0060999999999999995,0.047400000000000005,0.0024,0.0
"Determine and certify the eligibility of prospective tenants, following government regulations.",0.9259000000000001,0.037000000000000005,0.0,0.0,0.0,0.037000000000000005,0.0
Determine and set product prices.,0.7629,0.20620000000000002,0.0,0.0,0.030899999999999997,0.0,0.0
"Determine conditions under which tests are to be conducted, as well as sequences and phases of test operations.",0.9276000000000001,0.0337,0.0031,0.0092,0.0245,0.002,0.0
Determine customers' financial services needs and prepare proposals to sell services that address these needs.,0.7585999999999999,0.1724,0.0,0.069,0.0,0.0,0.0
"Determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.",0.716,0.0296,0.0,0.0118,0.2426,0.0,0.0
"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",0.8732,0.037000000000000005,0.0076,0.0104,0.0679,0.0038,0.0
Determine guidelines that specify which source material is acceptable for use.,0.86,0.02,0.0,0.02,0.08,0.02,0.0
"Determine if inventory quantities are sufficient for needs, ordering more materials when necessary.",0.44530000000000003,0.5156000000000001,0.0,0.0078000000000000005,0.023399999999999997,0.0078000000000000005,0.0
"Determine or coordinate treatment plans by requesting laboratory services, reviewing genetics or counseling literature, and considering histories or diagnostic data.",0.9123,0.0526,0.0351,0.0,0.0,0.0,0.0
"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",0.7794,0.1618,0.0049,0.0359,0.0147,0.0033,0.0
"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",0.8692,0.10279999999999999,0.0,0.0187,0.009300000000000001,0.0,0.0
"Determine scope, timing, and direction of investigations.",0.8726,0.08410000000000001,0.0048,0.0313,0.0072,0.0,0.0
"Determine size and arrangement of illustrative material and copy, and select style and size of type.",0.787,0.0556,0.009300000000000001,0.018500000000000003,0.12960000000000002,0.0,0.0
"Determine sources of Web page or server problems, and take action to correct such problems.",0.44880000000000003,0.522,0.0,0.0049,0.024399999999999998,0.0,0.0
"Determine specific network hardware or software requirements, such as platforms, interfaces, bandwidths, or routine schemas.",0.8,0.15,0.0,0.0,0.05,0.0,0.0
"Determine specifications for, or implement, logging.",0.7726999999999999,0.0909,0.0,0.0,0.1364,0.0,0.0
"Determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",0.7584000000000001,0.0537,0.0,0.0,0.18789999999999998,0.0,0.0
"Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.",0.9333,0.0333,0.0,0.0,0.0333,0.0,0.0
Determine the specific audio and visual effects and music necessary to complete films.,0.8106,0.0359,0.0007000000000000001,0.0,0.1515,0.0013,0.0
"Determine types or amounts of equipment, vehicles, materials, or personnel required, according to work orders or specifications.",0.9787,0.0213,0.0,0.0,0.0,0.0,0.0
"Determine voices, instruments, harmonic structures, rhythms, tempos, and tone balances required to achieve the effects desired in a musical composition.",0.9322,0.0254,0.0,0.0,0.0424,0.0,0.0
"Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, or legal aid.",0.871,0.0323,0.0,0.0968,0.0,0.0,0.0
"Determine whether statistical methods are appropriate, based on user needs or research questions of interest.",0.8898999999999999,0.018600000000000002,0.0229,0.0584,0.0068000000000000005,0.0034000000000000002,0.0
Determine work assignments and procedures.,0.8319,0.146,0.0,0.0088,0.013300000000000001,0.0,0.0
"Develop Web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.8889,0.024,0.0,0.0044,0.0828,0.0,0.0
"Develop a maintainable code base using object-oriented design principles, practices, or patterns.",0.7948999999999999,0.08800000000000001,0.004699999999999999,0.0028000000000000004,0.1067,0.0028000000000000004,0.0
Develop advertising and other informational materials to be used in subject recruitment.,0.925,0.0,0.0,0.0,0.075,0.0,0.0
"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",0.8718,0.07690000000000001,0.0256,0.0,0.0256,0.0,0.0
Develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.7245,0.1461,0.0113,0.0833,0.0322,0.0025,0.0
"Develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",0.8468000000000001,0.0242,0.0161,0.008100000000000001,0.0968,0.008100000000000001,0.0
Develop and document database architectures.,0.8647,0.053099999999999994,0.0048,0.014499999999999999,0.06280000000000001,0.0,0.0
Develop and document style guidelines for Web site content.,0.7761,0.0373,0.0,0.022400000000000003,0.1642,0.0,0.0
Develop and implement behavioral management and care plans for clients.,0.85,0.1,0.0,0.05,0.0,0.0,0.0
Develop and implement policies and procedures for the operation of a department or establishment.,0.7714,0.0571,0.0,0.0,0.1429,0.0286,0.0
Develop and implement procedures for identifying advertising needs.,0.6667000000000001,0.10710000000000001,0.011899999999999999,0.059500000000000004,0.1429,0.011899999999999999,0.0
Develop and implement treatment plans based on clinical experience and knowledge.,0.8181999999999999,0.1091,0.0,0.0,0.0727,0.0,0.0
"Develop and interpret organizational goals, policies, and procedures.",0.5974,0.1039,0.013000000000000001,0.026000000000000002,0.2597,0.0,0.0
Develop and maintain client relationships.,0.9831,0.0169,0.0,0.0,0.0,0.0,0.0
"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",0.7706999999999999,0.1041,0.0018,0.0018,0.1217,0.0,0.0
"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",0.7095,0.0925,0.0026,0.0103,0.17739999999999997,0.0077,0.0
Develop and maintain log of surveillance observations.,0.9632,0.015300000000000001,0.0,0.0215,0.0,0.0,0.0
"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.8497,0.0231,0.0,0.0,0.12140000000000001,0.0058,0.0
Develop and manage work breakdown structure (WBS) of information technology projects.,0.8425,0.0753,0.0034000000000000002,0.0171,0.0616,0.0,0.0
"Develop and organize training manuals, multimedia visual aids, and other educational materials.",0.8366,0.0331,0.0088,0.0,0.1192,0.0022,0.0
"Develop and prescribe exercise programs, such as off-season conditioning regimens.",0.8706,0.0471,0.0,0.0,0.0824,0.0,0.0
